"Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"ENSG00000105538.10",10.9884474231509,0.154802955283641,0.630098968894847,0.245680381853593,0.805929659834525,0.999946159858965,"RASIP1"
"ENSG00000182264.9",3.48836854191887,-0.164086452248686,1.04349991640559,-0.157246253371915,0.875050776770194,0.999946159858965,"IZUMO1"
"ENSG00000174951.11",2.43619913876047,-0.27084180925163,1.25861869047986,-0.215189724497393,0.829619401937306,0.999946159858965,"FUT1"
"ENSG00000105552.15",26.0817217581937,0.103675551791541,0.381468403195415,0.271780181328493,0.785791044833109,0.999946159858965,"BCAT2"
"ENSG00000286024.1",42.7803628146062,-0.431319611407506,0.323232223870325,-1.33439545798671,0.182074287808267,0.999946159858965,"AC026803.3"
"ENSG00000087076.9",7.16582439861645,1.03173227145672,0.786545393569043,1.31172629055153,0.189612502804869,0.999946159858965,"HSD17B14"
"ENSG00000105559.12",43.4593059271306,0.342334316278142,0.308325975470761,1.11029995366253,0.266869793073174,0.999946159858965,"PLEKHA4"
"ENSG00000087074.8",35.5579066845537,0.184613550582352,0.354443368453688,0.520854858669682,0.602467883884867,0.999946159858965,"PPP1R15A"
"ENSG00000104805.16",125.885119099807,-0.0761968420902813,0.194069798366459,-0.392625966181507,0.694595758345876,0.999946159858965,"NUCB1"
"ENSG00000235191.1",835.81820405449,-0.0353683429395532,0.0979773445244808,-0.3609849104526,0.718110727316619,0.999946159858965,"NUCB1-AS1"
"ENSG00000087088.20",56.4863545635338,-0.0331000719880907,0.278254663011301,-0.118956036998188,0.905310185785068,0.999946159858965,"BAX"
"ENSG00000267898.1",5.5092128425323,0.812573916226324,0.894968647496082,0.907935622660884,0.363912235497253,0.999946159858965,"AC026803.2"
"ENSG00000087086.15",127.430419920415,-0.208259188287266,0.207430468185354,-1.00399517057047,0.315380941406213,0.999946159858965,"FTL"
"ENSG00000104812.15",45.4578336229509,0.0115897133348506,0.302258070324038,0.0383437680338056,0.969413594582368,0.999946159858965,"GYS1"
"ENSG00000183207.14",291.870261579211,0.0233961303432079,0.137294229900768,0.170408693505313,0.864688735709241,0.999946159858965,"RUVBL2"
"ENSG00000104826.15",3.48759817069582,0.362806732573821,1.14330526106948,0.317331464244678,0.75099210513415,0.999946159858965,"LHB"
"ENSG00000268655.2",8.12806601442491,-0.323679481710941,0.713755711102186,-0.453487764337623,0.650197552005204,0.999946159858965,"AC008687.4"
"ENSG00000196337.11",1.15347782054848,0.382538540245454,1.89952624829187,0.201386288075487,0.84039653610852,0.999946159858965,"CGB7"
"ENSG00000225950.8",1.50451918488606,0.317784094751073,1.70524761745807,0.186356568686944,0.852165148928948,0.999946159858965,"NTF4"
"ENSG00000104848.1",3.79830670613618,0.338175342669928,0.976931386633715,0.346160792146523,0.729221878606107,0.999946159858965,"KCNA7"
"ENSG00000104852.15",476.893042715084,0.117085037230471,0.1228917460442,0.952749399364535,0.34071705762764,0.999946159858965,"SNRNP70"
"ENSG00000104863.12",12.7588329281349,-0.303343189883926,0.651043057802186,-0.465934144061013,0.641262640257415,0.999946159858965,"LIN7B"
"ENSG00000221916.4",19.1447400547415,0.361291636072219,0.472338161013525,0.764900374123855,0.444330871130455,0.999946159858965,"C19orf73"
"ENSG00000177380.14",66.0949407592901,-0.0335407722213015,0.250957914573773,-0.133650983983778,0.893678566419729,0.999946159858965,"PPFIA3"
"ENSG00000130529.16",3.42633146390192,0.351909213970519,1.17223506123665,0.300203624347554,0.764021840676925,0.999946159858965,"TRPM4"
"ENSG00000104894.12",984.252373690567,-0.0448667409386787,0.0917466808870259,-0.48902849132958,0.624821525953671,0.999946159858965,"CD37"
"ENSG00000074219.14",106.861321073959,-0.094836744814633,0.207013097836915,-0.458119538355711,0.646866562505688,0.999946159858965,"TEAD2"
"ENSG00000268157.1",3.62414838261453,-0.862521412567948,1.03101012952382,-0.83657898973923,0.402829259518842,0.999946159858965,"AC010524.1"
"ENSG00000104901.7",7.26712096956896,-1.00477564322609,0.796698745805843,-1.26117387345674,0.207246209513701,0.999946159858965,"DKKL1"
"ENSG00000268686.2",8.22418241836708,0.531345861530537,0.686486255544822,0.774008011433297,0.438926053625829,0.999946159858965,"AC010643.1"
"ENSG00000104872.11",141.2900720751,-0.238274961374241,0.20522510539407,-1.16104197347936,0.245624830482917,0.999946159858965,"PIH1D1"
"ENSG00000161618.10",41.6349418191991,-0.137032773280617,0.321572467371522,-0.426133413723817,0.670010633710902,0.999946159858965,"ALDH16A1"
"ENSG00000142541.17",1288.23908391295,0.000584997599028702,0.0952524719828084,0.00614154768743729,0.995099784725662,0.999946159858965,"RPL13A"
"ENSG00000142534.7",858.995187885091,-0.0568544407460794,0.108673318044271,-0.523168352354148,0.600857102769011,0.999946159858965,"RPS11"
"ENSG00000104870.13",7.66137551063281,0.485298705599675,0.747464270159565,0.649260071650082,0.516170289333367,0.999946159858965,"FCGRT"
"ENSG00000142552.8",10.9587528223928,-0.196207048960654,0.619286411015407,-0.316827634953179,0.751374393963548,0.999946159858965,"RCN3"
"ENSG00000142546.14",60.0179162676319,-0.129038277112868,0.258539166713306,-0.49910533383887,0.617705180159036,0.999946159858965,"NOSIP"
"ENSG00000126464.14",206.574872036334,0.0202151021286256,0.152585059869644,0.132484151108213,0.894601358105335,0.999946159858965,"PRR12"
"ENSG00000268636.1",200.192490990484,0.106940576914581,0.16200095193864,0.660123138999121,0.509174810858599,0.999946159858965,"AC011495.2"
"ENSG00000126458.4",14.0343033519311,0.470751412036643,0.546910875132342,0.860746116856297,0.38937788762659,0.999946159858965,"RRAS"
"ENSG00000126461.15",510.817258988742,0.060414239058887,0.110035966508607,0.549040836153888,0.58297742572896,0.999946159858965,"SCAF1"
"ENSG00000126456.16",47.8458784583533,0.210853028456653,0.29499700821217,0.714763277548229,0.474755330087652,0.999946159858965,"IRF3"
"ENSG00000126453.9",227.121789218822,0.0113279671092252,0.143612824116172,0.0788785206261368,0.937129248057247,0.999946159858965,"BCL2L12"
"ENSG00000126457.21",301.354079816322,0.0491663894489617,0.128403802901499,0.382904464961043,0.701790600656189,0.999946159858965,"PRMT1"
"ENSG00000224420.3",1.14233580903304,-0.483777777770698,1.8080036636726,-0.267575662312541,0.789025966704508,0.999946159858965,"ADM5"
"ENSG00000268677.1",14.3760709612492,0.545751416849014,0.543270776951686,1.00456612062082,0.315105817774019,0.999946159858965,"AC011495.3"
"ENSG00000169169.14",83.6207760674695,-0.435259792113323,0.231548703044034,-1.87977642021406,0.0601385553748345,0.999946159858965,"CPT1C"
"ENSG00000196961.12",194.506037590738,-5.42735535327178e-05,0.152635023763826,-0.000355577325533725,0.999716290347764,0.999946159858965,"AP2A1"
"ENSG00000010361.14",329.66615493511,0.00663847719239757,0.132844722274141,0.0499717043986007,0.960144936759549,0.999946159858965,"FUZ"
"ENSG00000269194.1",328.170527409411,0.0117220978687435,0.150545810086985,0.0778639927738309,0.937936242023034,0.999946159858965,"AC006942.1"
"ENSG00000104973.18",80.437620050645,-0.00478777846205934,0.227101054848403,-0.0210821498176454,0.983180124113241,0.999946159858965,"MED25"
"ENSG00000268006.1",1027.07123242931,0.0286907531314795,0.092605945531414,0.30981545479439,0.75670129827117,0.999946159858965,"PTOV1-AS1"
